Date,XLF
2007-09-12,27.059301376342773
2007-09-13,27.506092071533203
2007-09-14,27.603574752807617
2007-09-17,27.3436222076416
2007-09-18,28.37530517578125
2007-09-19,28.55402183532715
2007-09-20,28.2047119140625
2007-09-21,28.107229232788086
2007-09-24,27.717302322387695
2007-09-25,27.660438537597656
2007-09-26,27.668561935424805
2007-09-27,27.993501663208008
2007-09-28,27.879772186279297
2007-10-01,28.407798767089844
2007-10-02,28.732738494873047
2007-10-03,28.667749404907227
2007-10-04,28.838342666625977
2007-10-05,29.1551570892334
2007-10-08,28.757108688354492
2007-10-09,29.000812530517578
2007-10-10,28.838342666625977
2007-10-11,28.683996200561523
2007-10-12,28.87083625793457
2007-10-15,28.285945892333984
2007-10-16,27.757919311523438
2007-10-17,27.74167251586914
2007-10-18,27.392364501953125
2007-10-19,26.482534408569336
2007-10-22,26.80747413635254
2007-10-23,26.95369529724121
2007-10-24,26.750608444213867
2007-10-25,26.726238250732422
2007-10-26,27.376117706298828
